Date,Revenue,MA_7,MA_30,Month_Name,Month_Number,Weekday,Weekend,Year,Month,Quarter,Week,Day,DayOfWeek,Lag_1,Lag_2,Lag_3,Lag_7,Lag_14,Lag_30,RollingMean7,RollingMean14,RollingMean30,RollingStd7,RollingStd30
2017-03-17,16127.26,18249.04285714286,14429.131000000001,March,3,Friday,0,2017,3,1,11,17,4,24188.43,20560.59,22128.65,17167.08,15739.01,8368.76,18249.04285714286,17768.001428571428,14429.131000000001,5247.277845847675,5104.1688484619435
2017-03-18,19397.72,18845.47428571429,14799.076333333333,March,3,Saturday,1,2017,3,1,11,18,5,16127.26,24188.43,20560.59,15222.7,17533.4,8299.36,18845.47428571429,17901.167142857143,14799.076333333333,5080.5863128804895,5046.441720191862
2017-03-19,8395.68,18790.725714285716,14681.801333333333,March,3,Sunday,1,2017,3,1,11,19,6,19397.72,16127.26,24188.43,8778.92,11061.23,11913.93,18790.725714285716,17710.770714285714,14681.801333333333,5207.6201743178135,5155.5041209463425
2017-03-20,23150.93,19135.608571428573,15039.644999999999,March,3,Monday,0,2017,3,1,12,20,0,8395.68,19397.72,16127.26,20736.75,14840.65,12415.62,19135.608571428573,18304.362142857142,15039.644999999999,5433.041028072057,5361.2481155415935
2017-03-21,15428.66,18178.467142857142,15390.157666666668,March,3,Tuesday,0,2017,3,1,12,21,1,23150.93,8395.68,19397.72,22128.65,19007.09,4913.28,18178.467142857142,18048.76,15390.157666666668,5407.987019128018,5008.505696374081
2017-03-22,20712.02,18200.1,15721.472333333335,March,3,Wednesday,0,2017,3,1,12,22,2,15428.66,23150.93,8395.68,20560.59,21580.17,10772.58,18200.1,17986.749285714286,15721.472333333335,5419.394900174127,5021.250918963414
2017-03-23,26865.26,18582.504285714287,16249.742666666665,March,3,Thursday,0,2017,3,1,12,23,3,20712.02,15428.66,23150.93,24188.43,19819.1,11017.15,18582.504285714287,18490.04642857143,16249.742666666665,5978.0196954729,5333.230668488837
2017-03-24,13417.71,18195.425714285713,16326.611666666668,March,3,Friday,0,2017,3,1,12,24,4,26865.26,20712.02,15428.66,16127.26,17167.08,11111.64,18195.425714285713,18222.234285714287,16326.611666666668,6245.243305171964,5272.898098157436
2017-03-25,15302.84,17610.442857142858,16340.987,March,3,Saturday,1,2017,3,1,12,25,5,13417.71,26865.26,20712.02,19397.72,15222.7,14871.58,17610.442857142858,18227.95857142857,16340.987,6305.348121604692,5269.381197790555
2017-03-26,8600.82,17639.74857142857,16300.549333333332,March,3,Sunday,1,2017,3,1,12,26,6,15302.84,13417.71,26865.26,8395.68,8778.92,9813.95,17639.74857142857,18215.237142857142,16300.549333333332,6255.663132289091,5325.552861256841
2017-03-27,20745.97,17296.182857142856,16761.923333333332,March,3,Monday,0,2017,3,1,13,27,0,8600.82,15302.84,13417.71,23150.93,20736.75,6904.75,17296.182857142856,18215.895714285714,16761.923333333332,5961.6714151394235,5077.260413262074
2017-03-28,17752.420000000002,17628.148571428574,17101.717333333334,March,3,Tuesday,0,2017,3,1,13,28,1,20745.97,8600.82,15302.84,15428.66,22128.65,7558.6,17628.148571428574,17903.307857142856,17101.717333333334,5904.775728635336,4772.026065100603
2017-03-29,12499.55,16454.93857142857,17224.848666666665,March,3,Wednesday,0,2017,3,1,13,29,2,17752.420000000002,20745.97,8600.82,20712.02,20560.59,8805.61,16454.93857142857,17327.519285714287,17224.848666666665,6004.936397430118,4594.953970481048
2017-03-30,14626.82,14706.59,17166.615999999998,March,3,Thursday,0,2017,3,1,13,30,3,12499.55,17752.420000000002,20745.97,26865.26,24188.43,16373.800000000001,14706.59,16644.547142857144,17166.615999999998,3871.3850449505485,4617.127766487853
2017-03-31,14376.5,14843.56,17010.628666666667,March,3,Friday,0,2017,3,1,13,31,4,14626.82,12499.55,17752.420000000002,13417.71,16127.26,19056.12,14843.56,16519.492857142857,17010.628666666667,3834.974039134219,4630.1216042448295
2017-04-01,19721.87,15474.85,17182.86,April,4,Saturday,1,2017,4,2,13,1,5,14376.5,14626.82,12499.55,15302.84,19397.72,14554.93,15474.85,16542.64642857143,17182.86,4263.0082526701035,4631.72426630545
2017-04-02,18305.97,16861.3,17268.425333333333,April,4,Sunday,1,2017,4,2,13,2,6,19721.87,14376.5,14626.82,8600.82,8395.68,15739.01,16861.3,17250.524285714284,17268.425333333333,3064.4924258893793,4627.840231926718
2017-04-03,14977.140000000001,16037.18142857143,17183.216666666667,April,4,Monday,0,2017,4,2,14,3,0,18305.97,19721.87,14376.5,20745.97,23150.93,17533.4,16037.18142857143,16666.682142857142,17183.216666666667,2583.6628046337005,4646.2896303857215
2017-04-04,17230.36,15962.601428571428,17388.854333333333,April,4,Tuesday,0,2017,4,2,14,4,1,14977.140000000001,18305.97,19721.87,17752.420000000002,15428.66,11061.23,15962.601428571428,16795.375,17388.854333333333,2532.9356301824328,4500.21880235087
2017-04-05,21757.17,17285.118571428575,17619.405000000002,April,4,Wednesday,0,2017,4,2,14,5,2,17230.36,14977.140000000001,18305.97,12499.55,20712.02,14840.65,17285.118571428575,16870.02857142857,17619.405000000002,2823.5768102380903,4542.144932108731
2017-04-06,41552.87,21131.697142857145,18370.931,April,4,Thursday,0,2017,4,2,14,6,3,21757.17,17230.36,14977.140000000001,14626.82,26865.26,19007.09,21131.697142857145,17919.143571428573,18370.931,9364.111963419547,6303.372590241615
2017-04-07,16888.56,21490.562857142857,18214.543999999998,April,4,Friday,0,2017,4,2,14,7,4,41552.87,21757.17,17230.36,14376.5,13417.71,21580.17,21490.562857142857,18167.06142857143,18214.543999999998,9106.678770264734,6279.158675085985
2017-04-08,11451.72,20309.11285714286,17935.63133333333,April,4,Saturday,1,2017,4,2,14,8,5,16888.56,41552.87,21757.17,19721.87,15302.84,19819.1,20309.11285714286,17891.981428571427,17935.63133333333,9878.165417717526,6390.279786032109
2017-04-09,11017.89,19267.958571428575,17730.658333333333,April,4,Sunday,1,2017,4,2,14,9,6,11451.72,16888.56,41552.87,18305.97,8600.82,17167.08,19267.958571428575,18064.629285714287,17730.658333333333,10489.638834480795,6513.219058590521
2017-04-10,14921.98,19260.078571428574,17720.634333333335,April,4,Monday,0,2017,4,2,15,10,0,11017.89,11451.72,16888.56,14977.140000000001,20745.97,15222.7,19260.078571428574,17648.63,17720.634333333335,10493.419432646711,6517.442001941688
2017-04-11,11598.91,18455.585714285713,17814.634000000002,April,4,Tuesday,0,2017,4,2,15,11,1,14921.98,11017.89,11451.72,17230.36,17752.420000000002,8778.92,18455.585714285713,17209.09357142857,17814.634000000002,10883.583918276274,6403.3682749808895
2017-04-12,9932.82,16766.39285714286,17454.503,April,4,Wednesday,0,2017,4,2,15,12,2,11598.91,14921.98,11017.89,21757.17,12499.55,20736.75,16766.39285714286,17025.755714285715,17454.503,11198.793554825026,6535.800699131405
2017-04-13,12476.960000000001,12612.691428571428,17132.780000000002,April,4,Thursday,0,2017,4,2,15,13,3,9932.82,11598.91,14921.98,41552.87,14626.82,22128.65,12612.691428571428,16872.194285714286,17132.780000000002,2440.4575622919047,6535.334057529383
2017-04-14,10518.56,11702.691428571428,16798.045666666665,April,4,Friday,0,2017,4,2,15,14,4,12476.960000000001,9932.82,11598.91,16888.56,14376.5,20560.59,11702.691428571428,16596.62714285714,16798.045666666665,1635.0653952307523,6610.45086535925
2017-04-15,9979.54,11492.380000000001,16324.416,April,4,Saturday,1,2017,4,2,15,15,5,10518.56,12476.960000000001,9932.82,11451.72,19721.87,24188.43,11492.380000000001,15900.746428571429,16324.416,1762.4453177806156,6571.590490720515
2017-04-16,7187.76,10945.218571428572,16026.432666666666,April,4,Sunday,1,2017,4,2,15,16,6,9979.54,10518.56,12476.960000000001,11017.89,18305.97,16127.26,10945.218571428572,15106.588571428572,16026.432666666666,2409.9168094523748,6780.204544060822
2017-04-17,11472.04,10452.369999999999,15762.243333333334,April,4,Monday,0,2017,4,2,16,17,0,7187.76,9979.54,10518.56,14921.98,14977.140000000001,19397.72,10452.369999999999,14856.224285714286,15762.243333333334,1713.1260669801395,6798.699343872167
2017-04-18,26631.78,12599.922857142858,16370.113333333335,April,4,Tuesday,0,2017,4,2,16,18,1,11472.04,7187.76,9979.54,11598.91,17230.36,8395.68,12599.922857142858,15527.754285714287,16370.113333333335,6400.308281444256,6931.294510580423
2017-04-19,17429.04,13670.811428571427,16179.383666666667,April,4,Wednesday,0,2017,4,2,16,19,2,26631.78,11472.04,7187.76,9932.82,21757.17,23150.93,13670.811428571427,15218.602142857142,16179.383666666667,6505.933125323456,6816.038340272047
2017-04-20,20158.29,14768.144285714287,16337.038,April,4,Thursday,0,2017,4,2,16,20,3,17429.04,26631.78,11472.04,12476.960000000001,41552.87,15428.66,14768.144285714287,13690.417857142858,16337.038,6906.471797919829,6852.674896677034
2017-04-21,12732.67,15084.445714285715,16071.059666666666,April,4,Friday,0,2017,4,2,16,21,4,20158.29,17429.04,26631.78,10518.56,16888.56,20712.02,15084.445714285715,13393.568571428574,16071.059666666666,6727.802749080016,6831.832467137271
2017-04-22,18034.59,16235.167142857143,15776.704,April,4,Saturday,1,2017,4,2,16,22,5,12732.67,20158.29,17429.04,9979.54,11451.72,26865.26,16235.167142857143,13863.773571428572,15776.704,6389.49853659298,6534.4852940610945
2017-04-23,12420.74,16982.735714285714,15743.471666666668,April,4,Sunday,1,2017,4,2,16,23,6,18034.59,12732.67,20158.29,7187.76,11017.89,13417.71,16982.735714285714,13963.977142857142,15743.471666666668,5381.084406377761,6549.41417156084
2017-04-24,30177.64,19654.964285714286,16239.298333333334,April,4,Monday,0,2017,4,2,17,24,0,12420.74,18034.59,12732.67,11472.04,14921.98,15302.84,19654.964285714286,15053.667142857144,16239.298333333334,6676.93179810621,7058.195750787524
2017-04-25,20349.01,18757.425714285713,16630.904666666665,April,4,Tuesday,0,2017,4,2,17,25,1,30177.64,12420.74,18034.59,26631.78,11598.91,8600.82,18757.425714285713,15678.674285714285,16630.904666666665,5967.344788532713,6944.778250628674
2017-04-26,22207.64,19440.082857142854,16679.627,April,4,Wednesday,0,2017,4,2,17,26,2,20349.01,30177.64,12420.74,17429.04,9932.82,20745.97,19440.082857142854,16555.447142857145,16679.627,6062.62384808127,6979.683329120387
2017-04-27,16141.25,18866.219999999998,16625.921333333335,April,4,Thursday,0,2017,4,2,17,27,3,22207.64,20349.01,30177.64,20158.29,12476.960000000001,17752.420000000002,18866.219999999998,16817.182142857146,16625.921333333335,6172.434611609908,6977.342241470248
2017-04-28,21199.05,20075.702857142856,16915.904666666665,April,4,Friday,0,2017,4,2,17,28,4,16141.25,22207.64,20349.01,12732.67,10518.56,12499.55,20075.702857142856,17580.074285714287,16915.904666666665,5570.389168659917,6980.711586335956
2017-04-29,17885.88,20054.45857142857,17024.54,April,4,Saturday,1,2017,4,2,17,29,5,21199.05,16141.25,22207.64,18034.59,9979.54,14626.82,20054.45857142857,18144.812857142857,17024.54,5579.746651271979,6969.209591959628
2017-04-30,10078.83,19719.899999999998,16881.284333333333,April,4,Sunday,1,2017,4,2,17,30,6,17885.88,21199.05,16141.25,12420.74,7187.76,14376.5,19719.899999999998,18351.317857142854,16881.284333333333,6154.367504160487,7068.974694577506
2017-05-01,16990.38,17836.005714285715,16790.234666666667,May,5,Monday,0,2017,5,2,18,1,0,10078.83,17885.88,21199.05,30177.64,11472.04,19721.87,17836.005714285715,18745.484999999997,16790.234666666667,4092.6761013256187,7048.687741469542
2017-05-02,23050.22,18221.89285714286,16948.376333333334,May,5,Tuesday,0,2017,5,2,18,2,1,16990.38,10078.83,17885.88,20349.01,26631.78,18305.97,18221.89285714286,18489.659285714286,16948.376333333334,4478.289552391304,7136.539455497483
2017-05-03,13582.18,16989.684285714287,16901.877666666664,May,5,Wednesday,0,2017,5,2,18,3,2,23050.22,16990.38,10078.83,22207.64,17429.04,14977.140000000001,16989.684285714287,18214.88357142857,16901.877666666664,4384.496422163198,7154.348347126544
2017-05-04,19984.22,17538.68,16993.673,May,5,Thursday,0,2017,5,2,18,4,3,13582.18,23050.22,16990.38,16141.25,20158.29,17230.36,17538.68,18202.45,16993.673,4499.638552198755,7176.341518246702
2017-05-05,18925.19,17213.84285714286,16899.273666666668,May,5,Friday,0,2017,5,2,18,5,4,19984.22,13582.18,23050.22,21199.05,12732.67,21757.17,17213.84285714286,18644.772857142856,16899.273666666668,4267.433847566606,7129.997260813656
2017-05-06,22329.64,17848.665714285715,16258.499333333335,May,5,Saturday,1,2017,5,2,18,6,5,18925.19,19984.22,13582.18,17885.88,18034.59,41552.87,17848.665714285715,18951.562142857143,16258.499333333335,4693.340955118774,5519.995880797397
2017-05-07,21354.88,19459.530000000002,16407.376666666667,May,5,Sunday,1,2017,5,2,18,7,6,22329.64,18925.19,19984.22,10078.83,12420.74,16888.56,19459.530000000002,19589.715,16407.376666666667,3314.7071586944057,5597.263699840666
2017-05-08,25882.82,20729.87857142857,16888.413333333334,May,5,Monday,0,2017,5,2,19,8,0,21354.88,22329.64,18925.19,16990.38,30177.64,11451.72,20729.87857142857,19282.942142857144,16888.413333333334,3868.4440355799643,5774.005577813637
2017-05-09,38482.48,22934.487142857142,17803.899666666668,May,5,Tuesday,0,2017,5,2,19,9,1,25882.82,21354.88,22329.64,23050.22,20349.01,11017.89,22934.487142857142,20578.190000000002,17803.899666666668,7805.318016183391,6882.0914177047025
2017-05-10,32587.11,25649.477142857148,18392.737333333334,May,5,Wednesday,0,2017,5,2,19,10,2,38482.48,25882.82,21354.88,13582.18,22207.64,14921.98,25649.477142857148,21319.580714285716,18392.737333333334,7298.9407933587845,7365.736705040832
2017-05-11,25940.22,26500.33428571429,18870.781,May,5,Thursday,0,2017,5,2,19,11,3,32587.11,38482.48,25882.82,19984.22,16141.25,11598.91,26500.33428571429,22019.507142857143,18870.781,6862.566429565184,7374.983042371786
2017-05-12,17587.64,26309.255714285715,19125.941666666666,May,5,Friday,0,2017,5,2,19,12,4,25940.22,32587.11,38482.48,18925.19,21199.05,9932.82,26309.255714285715,21761.549285714285,19125.941666666666,7122.34323963645,7185.058650198118
2017-05-13,12443.32,24896.924285714285,19124.820333333337,May,5,Saturday,1,2017,5,2,19,13,5,17587.64,25940.22,32587.11,22329.64,17885.88,12476.960000000001,24896.924285714285,21372.795000000002,19124.820333333337,8820.720972890767,7186.134647076049
2017-05-14,20277.89,24743.068571428572,19450.13133333333,May,5,Sunday,1,2017,5,2,19,14,6,12443.32,17587.64,25940.22,21354.88,10078.83,10518.56,24743.068571428572,22101.299285714285,19450.13133333333,8901.820130685677,7001.631433386886
2017-05-15,28297.83,25088.070000000003,20060.740999999998,May,5,Monday,0,2017,5,2,20,15,0,20277.89,12443.32,17587.64,25882.82,16990.38,9979.54,25088.070000000003,22908.97428571429,20060.740999999998,8999.615949487317,6945.767219316632
2017-05-16,30899.98,24004.855714285713,20851.14833333333,May,5,Tuesday,0,2017,5,2,20,16,1,28297.83,20277.89,12443.32,38482.48,23050.22,7187.76,24004.855714285713,23469.67142857143,20851.14833333333,7439.905126054704,6777.498102565826
2017-05-17,24222.07,22809.850000000002,21276.14933333333,May,5,Wednesday,0,2017,5,2,20,17,2,30899.98,28297.83,20277.89,32587.11,13582.18,11472.04,22809.850000000002,24229.663571428573,21276.14933333333,6435.694116011612,6565.522800394728
2017-05-18,27611.75,23048.639999999996,21308.815,May,5,Thursday,0,2017,5,2,20,18,3,24222.07,30899.98,28297.83,25940.22,19984.22,26631.78,23048.639999999996,24774.487142857142,21308.815,6600.111554026934,6595.457277365235
2017-05-19,32840.03,25227.552857142855,21822.514666666666,May,5,Friday,0,2017,5,2,20,19,4,27611.75,24222.07,30899.98,17587.64,18925.19,17429.04,25227.552857142855,25768.404285714285,21822.514666666666,7002.190176563112,6877.001374217139
2017-05-20,14080.06,25461.372857142855,21619.907000000003,May,5,Saturday,1,2017,5,2,20,20,5,32840.03,27611.75,24222.07,12443.32,22329.64,20158.29,25461.372857142855,25179.148571428574,21619.907000000003,6514.4875510938655,7015.858277318241
2017-05-21,23073.010000000002,25860.675714285717,21964.585000000003,May,5,Sunday,1,2017,5,2,20,21,6,14080.06,32840.03,27611.75,20277.89,21354.88,12732.67,25860.675714285717,25301.872142857144,21964.585000000003,6222.954436669265,6815.322981136346
2017-05-22,32192.68,26417.082857142854,22436.521333333334,May,5,Monday,0,2017,5,2,21,22,0,23073.010000000002,14080.06,32840.03,28297.83,25882.82,18034.59,26417.082857142854,25752.57642857143,22436.521333333334,6637.499609877472,7020.898710343894
2017-05-23,24903.84,25560.49142857143,22852.624666666667,May,5,Tuesday,0,2017,5,2,21,23,1,32192.68,23073.010000000002,14080.06,30899.98,38482.48,12420.74,25560.49142857143,24782.67357142857,22852.624666666667,6342.918642726503,6772.345054277595
2017-05-24,30826.04,26503.915714285715,22874.238,May,5,Wednesday,0,2017,5,2,21,24,2,24903.84,32192.68,23073.010000000002,24222.07,32587.11,30177.64,26503.915714285715,24656.882857142857,22874.238,6596.716173053707,6797.5161712422105
2017-05-25,22894.39,25830.007142857143,22959.084,May,5,Thursday,0,2017,5,2,21,25,3,30826.04,24903.84,32192.68,27611.75,25940.22,20349.01,25830.007142857143,24439.323571428573,22959.084,6704.753231177884,6780.774600219108
2017-05-26,15406.0,23339.431428571428,22732.362666666668,May,5,Friday,0,2017,5,2,21,26,4,22894.39,30826.04,24903.84,32840.03,17587.64,22207.64,23339.431428571428,24283.492142857143,22732.362666666668,6901.944509610858,6919.065499305195
2017-05-27,21976.62,24467.51142857143,22926.875,May,5,Saturday,1,2017,5,2,21,27,5,15406.0,22894.39,30826.04,14080.06,12443.32,16141.25,24467.51142857143,24964.442142857144,22926.875,5672.07152657188,6808.523774083512
2017-05-28,12767.72,22995.32714285714,22645.830666666665,May,5,Sunday,1,2017,5,2,21,28,6,21976.62,15406.0,22894.39,23073.010000000002,20277.89,21199.05,22995.32714285714,24428.001428571424,22645.830666666665,7220.382857523808,7051.9680722035955
2017-05-29,24956.93,21961.648571428574,22881.532333333333,May,5,Monday,0,2017,5,2,22,29,0,12767.72,21976.62,15406.0,32192.68,28297.83,17885.88,21961.648571428574,24189.365714285716,22881.532333333333,6118.015992712083,7005.403698917341
2017-05-30,24146.19,21853.41285714286,23350.444333333333,May,5,Tuesday,0,2017,5,2,22,30,1,24956.93,12767.72,21976.62,24903.84,30899.98,10078.83,21853.41285714286,23706.952142857142,23350.444333333333,6063.75082195201,6576.57432738493
2017-05-31,27016.18,21309.147142857142,23684.637666666666,May,5,Wednesday,0,2017,5,2,22,31,2,24146.19,24956.93,12767.72,30826.04,24222.07,16990.38,21309.147142857142,23906.53142857143,23684.637666666666,5239.067899552713,6496.485019787393
2017-06-01,23534.75,21400.62714285714,23700.788666666667,June,6,Thursday,0,2017,6,2,22,1,3,27016.18,24146.19,24956.93,22894.39,27611.75,23050.22,21400.62714285714,23615.317142857144,23700.788666666667,5276.816081779208,6495.455614743938
2017-06-02,22848.42,22463.829999999998,24009.66333333333,June,6,Friday,0,2017,6,2,22,2,4,23534.75,27016.18,24146.19,15406.0,32840.03,13582.18,22463.829999999998,22901.630714285715,24009.66333333333,4570.1290122708615,6211.8228482791055
2017-06-03,18662.010000000002,21990.31428571429,23965.589666666663,June,6,Saturday,1,2017,6,2,22,3,5,22848.42,23534.75,27016.18,21976.62,14080.06,19984.22,21990.31428571429,23228.91285714286,23965.589666666663,4795.195806557686,6245.965531926764
2017-06-04,16653.14,22545.374285714286,23889.854666666666,June,6,Sunday,1,2017,6,2,22,4,6,18662.010000000002,22848.42,23534.75,12767.72,23073.010000000002,18925.19,22545.374285714286,22770.350714285716,23889.854666666666,3634.00513004982,6322.49594694665
2017-06-05,31011.65,23410.334285714285,24179.255,June,6,Monday,0,2017,6,2,23,5,0,16653.14,18662.010000000002,22848.42,24956.93,32192.68,22329.64,23410.334285714285,22685.99142857143,24179.255,4828.061940492104,6446.110341078327
2017-06-06,21516.66,23034.687142857143,24184.647666666668,June,6,Tuesday,0,2017,6,2,23,6,1,31011.65,16653.14,18662.010000000002,24146.19,24903.84,21354.88,23034.687142857143,22444.05,24184.647666666668,4863.432187319667,6443.733290674714
2017-06-07,17213.13,21634.25142857143,23895.658,June,6,Wednesday,0,2017,6,2,23,7,2,21516.66,31011.65,16653.14,27016.18,30826.04,25882.82,21634.25142857143,21471.699285714287,23895.658,4936.725242355923,6558.337892355521
2017-06-08,31051.04,22708.007142857143,23647.943333333333,June,6,Thursday,0,2017,6,2,23,8,3,17213.13,21516.66,31011.65,23534.75,22894.39,38482.48,22708.007142857143,22054.317142857144,23647.943333333333,6099.465680865577,6113.651542252961
2017-06-09,21766.57,22553.457142857143,23287.25866666667,June,6,Friday,0,2017,6,2,23,9,4,31051.04,17213.13,21516.66,22848.42,15406.0,32587.11,22553.457142857143,22508.643571428573,23287.25866666667,6109.013528635944,5882.919115554525
2017-06-10,10817.02,21432.74428571429,22783.152000000002,June,6,Saturday,1,2017,6,2,23,10,5,21766.57,31051.04,17213.13,18662.010000000002,21976.62,25940.22,21432.74428571429,21711.52928571429,22783.152000000002,7502.5428194242995,6282.154047751351
2017-06-11,19615.38,21855.921428571426,22850.743333333336,June,6,Sunday,1,2017,6,2,23,11,6,10817.02,21766.57,31051.04,16653.14,12767.72,17587.64,21855.921428571426,22200.647857142856,22850.743333333336,7267.892130265887,6235.058558921613
2017-06-12,28826.89,21543.812857142857,23396.862333333334,June,6,Monday,0,2017,6,2,24,12,0,19615.38,10817.02,21766.57,31011.65,24956.93,12443.32,21543.812857142857,22477.07357142857,23396.862333333334,6843.715985373517,6005.328643680682
2017-06-13,18857.27,21163.899999999998,23349.508333333335,June,6,Tuesday,0,2017,6,2,24,13,1,28826.89,19615.38,10817.02,21516.66,24146.19,20277.89,21163.899999999998,22099.29357142857,23349.508333333335,6918.876711856235,6036.292049609018
2017-06-14,28618.45,22793.231428571427,23360.195666666667,June,6,Wednesday,0,2017,6,2,24,14,2,18857.27,28826.89,19615.38,17213.13,27016.18,28297.83,22793.231428571427,22213.74142857143,23360.195666666667,7171.7479912952485,6045.631828405155
2017-06-15,17790.79,20898.91,22923.22266666667,June,6,Thursday,0,2017,6,2,24,15,3,28618.45,18857.27,28826.89,31051.04,23534.75,30899.98,20898.91,21803.45857142857,22923.22266666667,6328.739443003893,5954.951088536468
2017-06-16,16023.41,20078.458571428575,22649.934,June,6,Friday,0,2017,6,2,24,16,4,17790.79,28618.45,18857.27,21766.57,22848.42,24222.07,20078.458571428575,21315.95785714286,22649.934,6565.3552857973755,6080.102202858452
2017-06-17,14798.33,20647.217142857142,22222.820000000003,June,6,Saturday,1,2017,6,2,24,17,5,16023.41,17790.79,28618.45,10817.02,18662.010000000002,27611.75,20647.217142857142,21039.980714285713,22222.820000000003,5751.296220606016,6168.934735637247
2017-06-18,21651.87,20938.144285714287,21849.881333333335,June,6,Sunday,1,2017,6,2,24,18,6,14798.33,16023.41,17790.79,19615.38,16653.14,32840.03,20938.144285714287,21397.032857142854,21849.881333333335,5741.901812694855,5834.041763499838
2017-06-19,30918.2,21236.902857142857,22411.152666666665,June,6,Monday,0,2017,6,2,25,19,0,21651.87,14798.33,16023.41,28826.89,31011.65,14080.06,21236.902857142857,21390.35785714286,22411.152666666665,6252.479839862769,5870.612874805669
2017-06-20,23014.09,21830.734285714287,22409.188666666665,June,6,Tuesday,0,2017,6,2,25,20,1,30918.2,21651.87,14798.33,18857.27,21516.66,23073.010000000002,21830.734285714287,21497.317142857144,22409.188666666665,6185.848313346233,5870.3936683730235
2017-06-21,7834.78,18861.63857142857,21597.25866666667,June,6,Wednesday,0,2017,6,2,25,21,2,23014.09,30918.2,21651.87,28618.45,17213.13,32192.68,18861.63857142857,20827.434999999998,21597.25866666667,7276.59790424167,6148.461844080077
2017-06-22,11969.3,18029.99714285714,21166.107333333337,June,6,Thursday,0,2017,6,2,25,22,3,7834.78,23014.09,30918.2,17790.79,31051.04,24903.84,18029.99714285714,19464.45357142857,21166.107333333337,7737.457424980798,6358.516613501841
2017-06-23,17154.84,18191.63,20710.40066666667,June,6,Friday,0,2017,6,2,25,23,4,11969.3,7834.78,23014.09,16023.41,21766.57,30826.04,18191.63,19135.044285714284,20710.40066666667,7700.282637881981,6128.050772148286
2017-06-24,11774.18,17759.60857142857,20339.727000000003,June,6,Saturday,1,2017,6,2,25,24,5,17154.84,11969.3,7834.78,14798.33,10817.02,22894.39,17759.60857142857,19203.41285714286,20339.727000000003,8001.341535735178,6324.559254359514
2017-06-25,23464.14,18018.504285714287,20608.331666666665,June,6,Sunday,1,2017,6,2,25,25,6,11774.18,17154.84,11969.3,21651.87,19615.38,15406.0,18018.504285714287,19478.324285714283,20608.331666666665,8175.691500661901,6278.747084467648
2017-06-26,18673.8,16269.304285714286,20498.237666666668,June,6,Monday,0,2017,6,2,26,26,0,23464.14,11774.18,17154.84,30918.2,28826.89,21976.62,16269.304285714286,18753.10357142857,20498.237666666668,5967.424731489732,6282.882774298531
2017-06-27,22780.75,16235.970000000001,20832.005333333334,June,6,Tuesday,0,2017,6,2,26,27,1,18673.8,23464.14,11774.18,23014.09,18857.27,12767.72,16235.970000000001,19033.352142857144,20832.005333333334,5923.962079163465,6121.952573940005
2017-06-28,22127.44,18277.778571428567,20737.689,June,6,Wednesday,0,2017,6,2,26,28,2,22780.75,18673.8,23464.14,7834.78,28618.45,24956.93,18277.778571428567,18569.70857142857,20737.689,4924.539063717633,6077.84863411579
2017-06-29,16427.88,18914.71857142857,20480.412,June,6,Thursday,0,2017,6,2,26,29,3,22127.44,22780.75,18673.8,11969.3,17790.79,24146.19,18914.71857142857,18472.35785714286,20480.412,4208.956419226456,6091.9333533414965
2017-06-30,15850.65,18728.405714285713,20108.227666666666,June,6,Friday,0,2017,6,2,26,30,4,16427.88,22127.44,22780.75,17154.84,16023.41,27016.18,18728.405714285713,18460.01785714286,20108.227666666666,4327.051365013117,6019.510533866432
2017-07-01,18362.2,19669.551428571427,19935.809333333335,July,7,Saturday,1,2017,7,3,26,1,5,15850.65,16427.88,22127.44,11774.18,14798.33,23534.75,19669.551428571427,18714.579999999998,19935.809333333335,3106.788417967054,5991.995867518455
2017-07-02,16042.46,18609.31142857143,19708.944000000003,July,7,Sunday,1,2017,7,3,26,2,6,18362.2,15850.65,16427.88,23464.14,21651.87,22848.42,18609.31142857143,18313.907857142858,19708.944000000003,2851.927226914156,6006.741188795855
2017-07-03,23035.67,19232.43571428571,19854.73266666667,July,7,Monday,0,2017,7,3,27,3,0,16042.46,18362.2,15850.65,18673.8,30918.2,18662.010000000002,19232.43571428571,17750.87,19854.73266666667,3308.3590530798188,6033.471742003218
2017-07-04,19470.26,18759.50857142857,19948.636666666665,July,7,Tuesday,0,2017,7,3,27,4,1,23035.67,16042.46,18362.2,22780.75,23014.09,16653.14,18759.50857142857,17497.739285714288,19948.636666666665,2931.7754372872637,6003.7739320182345
2017-07-05,28536.2,19675.045714285716,19866.121666666666,July,7,Wednesday,0,2017,7,3,27,5,2,19470.26,23035.67,16042.46,22127.44,7834.78,31011.65,19675.045714285716,18976.412142857145,19866.121666666666,4653.764043767352,5861.815240827764
2017-07-06,30575.63,21696.152857142857,20168.087333333333,July,7,Thursday,0,2017,7,3,27,6,3,28536.2,19470.26,23035.67,16427.88,11969.3,21516.66,21696.152857142857,20305.43571428571,20168.087333333333,5910.860803976894,6174.751854980556
2017-07-07,20279.88,22328.9,20270.31233333333,July,7,Friday,0,2017,7,3,27,7,4,30575.63,28536.2,19470.26,15850.65,17154.84,17213.13,22328.9,20528.652857142857,20270.31233333333,5395.414645625785,6149.478474906294
2017-07-08,12966.1,21558.028571428575,19667.481000000003,July,7,Saturday,1,2017,7,3,27,8,5,20279.88,30575.63,28536.2,18362.2,11774.18,31051.04,21558.028571428575,20613.79,19667.481000000003,6356.500751510026,5939.034346739731
